# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
0.0000000; 216.6152452; -376.1238609; -2.4779723; -0.0624135; 11.8365195; 3.1681092
1.9787346; 217.7391627; -377.7521529; -2.5946238; -0.0554798; 12.3547922; 3.4361196
3.9574693; 218.6772781; -379.4930882; -2.6979255; -0.0489616; 12.8933792; 3.7567630
5.9362039; 219.4425553; -381.3165223; -2.7884366; -0.0426180; 13.4575816; 4.1684166
7.9149386; 220.0515620; -383.1990835; -2.8671230; -0.0369161; 14.0571292; 4.5817607
9.8936732; 220.5213718; -385.1206204; -2.9346561; -0.0313867; 14.6879222; 5.0939435
11.8724079; 220.8710419; -387.0677528; -2.9913568; -0.0259430; 15.3588471; 5.1525661
13.8511425; 221.1202314; -389.0306152; -3.0375792; -0.0207881; 16.0089134; 5.1398217
15.8298772; 221.2884089; -391.0020226; -3.0738941; -0.0162695; 16.6320772; 5.1271088
17.8086118; 221.3928716; -392.9778977; -3.1024342; -0.0125791; 17.2312614; 5.1144273
19.7873464; 221.4448793; -394.9559591; -3.1290956; -0.0149140; 17.8088898; -2.8303412
21.7660811; 221.4384483; -396.9346515; 3.1215035; -0.0182782; 17.4915857; -5.8634100
23.7448157; 221.3603093; -398.9116355; 3.0813384; -0.0223281; 16.8152105; -5.3448668
25.7235504; 221.1950686; -400.8836317; 3.0334288; -0.0260652; 16.1740273; -4.9170473
27.7022850; 220.9283983; -402.8440674; 2.9781088; -0.0298765; 15.5608513; -4.5516899
29.6810197; 220.5463753; -404.7849911; 2.9150806; -0.0338576; 14.9708691; -4.1566319
31.6597543; 220.0348443; -406.6966641; 2.8436823; -0.0383921; 14.4110089; -3.8985997
33.6384890; 219.3800372; -408.5628807; 2.7631258; -0.0427652; 13.8653738; -3.8978940
35.6172236; 218.5699871; -410.3672182; 2.6748899; -0.0464455; 13.2974732; -3.2818159
37.5959583; 217.5959687; -412.0893151; 2.5762645; -0.0538382; 12.7998089; -2.9976057
39.5746929; 216.4455432; -413.6964579; 2.4622452; -0.0598621; 12.3276995; -2.8559246
41.5534275; 215.1134035; -415.1581352; 2.3423224; -0.0613324; 11.8604360; -1.9456999
43.5321622; 213.6103022; -416.4428970; 2.2084105; -0.0762384; 11.5312573; -0.5239129
45.5108968; 211.9316252; -417.4868836; 2.0415615; -0.0882980; 11.4410019; -0.0816085
47.4896315; 210.0979414; -418.2247958; 1.8640205; -0.0919022; 11.4268789; -0.0816085
49.4683661; 208.1607657; -418.6216960; 1.6825865; -0.0903462; 11.4127385; 0.1509404
51.4471008; 206.1872390; -418.6668310; 1.5047968; -0.0901715; 11.4388785; 0.1086036
53.4258354; 204.2354423; -418.3606332; 1.3251607; -0.0914093; 11.4576497; -0.0820486
55.4045701; 202.3724062; -417.7108097; 1.1457871; -0.0901460; 11.4434711; 0.1132666
57.3833047; 200.6504786; -416.7378451; 0.9681225; -0.0857311; 11.4630398; 0.6526914
59.3620393; 199.1157891; -415.4902223; 0.8129443; -0.0716864; 11.5751582; 2.3114114
61.3407740; 197.7736886; -414.0356694; 0.6802608; -0.0629665; 11.9637631; 2.8980408
63.3195086; 196.6242290; -412.4266072; 0.5625461; -0.0562467; 12.4338463; 3.2075975
65.2982433; 195.6604953; -410.6997663; 0.4576583; -0.0497801; 12.9342376; 3.5674999
67.2769779; 194.8713770; -408.8859148; 0.3648155; -0.0443305; 13.4689559; 3.8444959
69.2557126; 194.2443263; -407.0096778; 0.2818056; -0.0395750; 14.0223838; 4.0955863
71.2344472; 193.7658034; -405.0900350; 0.2084359; -0.0345917; 14.5888795; 4.5046393
73.2131819; 193.4198161; -403.1418901; 0.1445725; -0.0300704; 15.1875731; 4.9197284
75.1919165; 193.1903832; -401.1771156; 0.0893399; -0.0257243; 15.8155636; 5.1436675
77.1706512; 193.0609947; -399.2024887; 0.0430711; -0.0210358; 16.4465181; 5.1309450
79.1493858; 193.0137052; -397.2243113; 0.0065432; -0.0156145; 17.0526688; 5.1182541
81.1281204; 193.0274978; -395.2462816; -0.0186890; -0.0108633; 17.6365770; 1.7738705
83.1068551; 193.0872742; -393.2684027; -0.0425124; -0.0132119; 17.8344859; -7.1148101
85.0855897; 193.1992061; -391.2929745; -0.0721561; -0.0174756; 17.0268095; -6.0946317
87.0643244; 193.3794708; -389.3227272; -0.1121110; -0.0228429; 16.3031569; -5.3885207
89.0430590; 193.6483180; -387.3624406; -0.1620746; -0.0276694; 15.6354731; -4.8203675
91.0217937; 194.0240131; -385.4198999; -0.2215974; -0.0324790; 15.0130465; -4.3403617
93.0005283; 194.5236353; -383.5059035; -0.2907019; -0.0374122; 14.4296471; -3.8761122
94.9792630; 195.1636603; -381.6340256; -0.3699686; -0.0427449; 13.8879488; -3.5763768
96.9579976; 195.9591106; -379.8236121; -0.4596348; -0.0477576; 13.3686843; -3.3887830
98.9367322; 196.9224157; -378.0953942; -0.5589919; -0.0527161; 12.8573215; -2.9133808
100.9154669; 198.0613815; -376.4772390; -0.6699521; -0.0597130; 12.4008508; -2.6011846
102.8942015; 199.3823865; -375.0057067; -0.7952217; -0.0661279; 11.9786056; -2.5278183
104.8729362; 200.8827949; -373.7199543; -0.9310541; -0.0715866; 11.5534942; -1.4445569
106.8516708; 202.5519797; -372.6611759; -1.0838654; -0.0832401; 11.3033818; -0.8637810
108.8304055; 204.3711523; -371.8896889; -1.2576458; -0.0901818; 11.1511458; -0.3197757
110.8091401; 206.2989358; -371.4540087; -1.4413122; -0.0955225; 11.0942575; -0.0767368
112.7878748; 208.2729985; -371.3858327; -1.6319711; -0.0977367; 11.0805626; -0.0767368
114.7666094; 210.2216336; -371.6973899; -1.8262763; -0.0967660; 11.0668506; 0.0720197
116.7453441; 212.0799111; -372.3761583; -2.0148316; -0.0935092; 11.0797202; 0.4440724
118.7240787; 213.7815650; -373.3791241; -2.1883992; -0.0827796; 11.1587455; 1.6146647
120.7028133; 215.2988825; -374.6493262; -2.3440477; -0.0732927; 11.4414854; 2.3236079
122.6815480; 216.6152452; -376.1238609; -2.4779723; -0.0624135; 11.8365195; 3.1681092
