# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
0.0000000; -53.2730441; -478.1601039; -0.1952627; 0.0331438; 14.7785731; 4.6246882
1.9790267; -52.9497279; -476.2086573; -0.1348104; 0.0280039; 15.3854147; 5.1520556
3.9580534; -52.7349407; -474.2410971; -0.0842839; 0.0230653; 16.0344347; 5.1393106
5.9370801; -52.6102026; -472.2659057; -0.0434569; 0.0182052; 16.6566732; 5.1265970
7.9161068; -52.5572470; -470.2876861; -0.0113665; 0.0142505; 17.2550314; 5.1139149
9.8951335; -52.5604109; -468.3086492; 0.0139811; 0.0125851; 17.8319168; -2.2899808
11.8741602; -52.6133673; -466.3304207; 0.0398744; 0.0135826; 17.5759321; -6.8889959
13.8531869; -52.7218946; -464.3545594; 0.0716502; 0.0187719; 16.7823233; -5.9360559
15.8322136; -52.9037052; -462.3841610; 0.1141338; 0.0241149; 16.0670828; -5.1633604
17.8112404; -53.1793321; -460.4245045; 0.1670736; 0.0293849; 15.4179861; -4.6774430
19.7902671; -53.5679309; -458.4846126; 0.2298488; 0.0340307; 14.8054289; -4.2889888
21.7692938; -54.0862811; -456.5750557; 0.3018317; 0.0387559; 14.2205724; -3.9483502
23.7483205; -54.7495338; -454.7108828; 0.3834718; 0.0437750; 13.6600475; -3.6345700
25.7273472; -55.5714120; -452.9117943; 0.4753622; 0.0492016; 13.1229218; -3.2456904
27.7063739; -56.5648291; -451.2005027; 0.5786142; 0.0555576; 12.6239637; -2.5287372
29.6854006; -57.7401772; -449.6096122; 0.6967769; 0.0640392; 12.2211122; -2.3326539
31.6644273; -59.1066508; -448.1784805; 0.8294885; 0.0696169; 11.8373483; -2.1161592
33.6434540; -60.6558550; -446.9500093; 0.9732456; 0.0756464; 11.4781071; -1.7694114
35.6224807; -62.3706775; -445.9669124; 1.1295598; 0.0826380; 11.1688638; -1.3535317
37.6015074; -64.2223729; -445.2759852; 1.3000648; 0.0898017; 10.9263977; -0.8615947
39.5805341; -66.1670775; -444.9238009; 1.4856396; 0.0966657; 10.7692121; -0.0723061
41.5595608; -68.1431940; -444.9481786; 1.6829643; 0.1037257; 10.7559164; -0.0723061
43.5385875; -70.0732110; -445.3681466; 1.8832597; 0.0944724; 10.7426043; 1.0254268
45.5176142; -71.8918603; -446.1406040; 2.0579408; 0.0835142; 10.9298783; 1.9485436
47.4966409; -73.5586225; -447.2028378; 2.2160892; 0.0763958; 11.2771752; 2.2049002
49.4756677; -75.0465888; -448.5025171; 2.3580246; 0.0665804; 11.6576924; 2.8666658
51.4546944; -76.3532422; -449.9901629; 2.4809488; 0.0583730; 12.1345873; 3.3126465
53.4337211; -77.4777098; -451.6176189; 2.5913374; 0.0533322; 12.6633266; 3.3474267
55.4127478; -78.4242502; -453.3541025; 2.6920247; 0.0482800; 13.1760819; 3.5096401
57.3917745; -79.2011579; -455.1738831; 2.7824917; 0.0432527; 13.6930814; 3.7729157
59.3708012; -79.8193579; -457.0534263; 2.8637445; 0.0389480; 14.2279260; 3.9890811
61.3498279; -80.2910954; -458.9753725; 2.9365633; 0.0344726; 14.7723687; 4.3409024
63.3288546; -80.6306149; -460.9246800; 3.0002200; 0.0298698; 15.3428941; 4.8213908
