# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
163.5333120; -46.6637475; -9.3096425; -3.0382148; 0.0123092; 20.0000000; 0.0000000
165.5276206; -46.4326357; -11.2906066; -3.0121995; 0.0137791; 20.0000000; 0.0000000
167.5219293; -46.1472021; -13.2642684; -2.9832400; 0.0152665; 20.0000000; 0.0000000
169.5162380; -45.8017786; -15.2285796; -2.9513095; 0.0167581; 20.0000000; -3.3603431
171.5105467; -45.3909176; -17.1801794; -2.9163951; 0.0182356; 19.6620670; -4.9928657
173.5048554; -44.9094980; -19.1150090; -2.8785672; 0.0197346; 19.1489490; -4.5792553
175.4991640; -44.3517024; -21.0300382; -2.8370283; 0.0219234; 18.6659409; -4.2306012
177.4934727; -43.7108230; -22.9185810; -2.7911356; 0.0240591; 18.2083250; -3.9177229
179.4877814; -42.9803659; -24.7734939; -2.7410418; 0.0262086; 17.7740486; -3.5883819
181.4820901; -42.1533059; -26.5890796; -2.6864844; 0.0285146; 17.3667533; -3.4342440
183.4763988; -41.2248088; -28.3539884; -2.6274920; 0.0303769; 16.9677999; -3.4339881
185.4707075; -40.1919144; -30.0583327; -2.5655211; 0.0318639; 16.5592684; -3.1978967
187.4650161; -39.0511930; -31.6951902; -2.4995758; 0.0342909; 16.1695449; -1.8281749
189.4593248; -37.8007297; -33.2493492; -2.4263416; 0.0406460; 15.9424682; -0.1584564
191.4536335; -36.4301582; -34.6948995; -2.3365024; 0.0473316; 15.9226339; -0.1584564
193.4479422; -34.9330593; -36.0137885; -2.2531599; 0.0362901; 15.9027749; 2.6642252
195.4422509; -33.3413010; -37.2204446; -2.1867068; 0.0325683; 16.2334477; 3.2527419
197.4365596; -31.6800324; -38.3172185; -2.1220512; 0.0317854; 16.6282521; 3.0385647
199.4308682; -29.9510924; -39.3091748; -2.0626994; 0.0276106; 16.9887739; 3.8506726
201.4251769; -28.1703760; -40.2017968; -2.0075573; 0.0288746; 17.4349448; 3.0327963
203.4194856; -26.3403978; -40.9911080; -1.9477448; 0.0310637; 17.7784691; 1.9840209
205.4137943; -24.4627062; -41.6663516; -1.8835093; 0.0333645; 17.9996517; 0.9878301
207.4081030; -22.5453642; -42.2167958; -1.8173996; 0.0329293; 18.1087697; 0.9966100
209.4024116; -20.5944901; -42.6405704; -1.7525881; 0.0312015; 18.2181952; 1.4367008
211.3967203; -18.6252180; -42.9416477; -1.6934006; 0.0282978; 18.3747948; 2.2346960
213.3910290; -16.6393805; -43.1314058; -1.6396487; 0.0255225; 18.6157576; 2.9386619
215.3853377; -14.6488107; -43.2191412; -1.5902670; 0.0245559; 18.9279590; -0.9597711
217.3796464; -12.6569314; -43.2094799; -1.5415608; 0.0249990; 18.8265629; -2.8614546
219.3739551; -10.6645960; -43.0998622; -1.4893487; 0.0272660; 18.5209671; -2.4245508
221.3682637; -8.6847697; -42.8826373; -1.4329890; 0.0293494; 18.2580289; -2.1610027
223.3625724; -6.7177586; -42.5495194; -1.3725676; 0.0309234; 18.0204385; -2.0622525
225.3568811; -4.7744875; -42.0955618; -1.3096326; 0.0320228; 17.7907467; -2.0131757
227.3511898; -2.8657076; -41.5197714; -1.2461114; 0.0317289; 17.5636238; -2.3697344
229.3454985; -0.9974484; -40.8244008; -1.1827873; 0.0318780; 17.2924526; -2.6197186
231.3398072; 0.8224548; -40.0119898; -1.1190009; 0.0321645; 16.9876385; -2.8496337
233.3341158; 2.5874314; -39.0842497; -1.0546727; 0.0322365; 16.6497377; -2.0500440
235.3284245; 4.2871071; -38.0436455; -0.9861940; 0.0376086; 16.4023450; -0.7122949
237.3227332; 5.9065098; -36.8765235; -0.9044822; 0.0430288; 16.3155095; -0.1659587
239.3170419; 7.4188150; -35.5768535; -0.8165421; 0.0451920; 16.2952111; -0.1659587
241.3113506; 8.8105320; -34.1510402; -0.7326765; 0.0380543; 16.2748874; 1.7549453
243.3056592; 10.0910310; -32.6221821; -0.6636723; 0.0324889; 16.4885343; 2.9972640
245.2999679; 11.2697075; -31.0125882; -0.6012478; 0.0301128; 16.8471571; 3.2757798
247.2942766; 12.3489963; -29.3381955; -0.5452487; 0.0260241; 17.2305698; 4.0880728
249.2885853; 13.3405779; -27.6083542; -0.4963219; 0.0243216; 17.6974092; 4.1867830
251.2828940; 14.2477913; -25.8299777; -0.4467993; 0.0252986; 18.1630881; 3.4478725
253.2772027; 15.0617220; -24.0106457; -0.3936048; 0.0281277; 18.5377996; 2.1191344
255.2715113; 15.7734655; -22.1474976; -0.3366350; 0.0268302; 18.7643926; 2.3329472
257.2658200; 16.3852391; -20.2489720; -0.2886732; 0.0212902; 19.0107250; 4.0796642
259.2601287; 16.9135127; -18.3263638; -0.2483292; 0.0191872; 19.4339878; 4.5173351
261.2544374; 17.3678995; -16.3843919; -0.2119316; 0.0174802; 19.8921543; 1.0786183
263.2487461; 17.7542372; -14.4278601; -0.1784229; 0.0161275; 20.0000000; 0.0000000
265.2430548; 18.0776038; -12.4599665; -0.1478316; 0.0145542; 20.0000000; 0.0000000
267.2373634; 18.3437205; -10.4834247; -0.1203422; 0.0130243; 20.0000000; 0.0000000
269.2316721; 18.5583750; -8.5009339; -0.0958655; 0.0115267; 20.0000000; 0.0000000
271.2259808; 18.7274535; -6.5135438; -0.0743783; 0.0100191; 20.0000000; 0.0000000
273.2202895; 18.8567731; -4.5233530; -0.0558958; 0.0085157; 20.0000000; 0.0000000
275.2145982; 18.9522538; -2.5317580; -0.0404135; 0.0070141; 20.0000000; 0.0000000
